year,state_abbreviation,stage,special,candidate_name,party_detailed,party_simplified,writein,total_votes,votes,percent_votes,won
2000,MN,gen,0,ERIK D. PAKIESER,LIBERTARIAN,LIBERTARIAN,0,2419520,6588,0.27228541198254197,0
2000,MN,gen,0,JAMES (JIM) GIBSON,INDEPENDENCE,OTHER,0,2419520,140583,5.810367345589207,0
2000,MN,gen,0,MARK DAYTON,DEMOCRATIC-FARMER-LABOR,DEMOCRAT,0,2419520,1181553,48.83419025261209,1
2000,MN,gen,0,REBECCA ELLIS,SOCIALIST WORKERS,OTHER,0,2419520,12956,0.535478111360931,0
2000,MN,gen,0,ROD GRAMS,REPUBLICAN,REPUBLICAN,0,2419520,1047474,43.29263655601111,0
2000,MS,gen,0,JIM GILES,INDEPENDENT,OTHER,0,994144,9344,0.9399040782824217,0
2000,MS,gen,0,LEWIS NAPPER,LIBERTARIAN,LIBERTARIAN,0,994144,8454,0.8503798242508128,0
2000,MS,gen,0,SHAWN O'HARA,REFORM,OTHER,0,994144,7315,0.7358088969002479,0
2000,MS,gen,0,TRENT LOTT,REPUBLICAN,REPUBLICAN,0,994144,654941,65.8798926513664,1
2000,MS,gen,0,"TROY D. BROWN, SR.",DEMOCRAT,DEMOCRAT,0,994144,314090,31.594014549200118,0
2000,MO,gen,0,CHARLES DOCKINS,NATURAL LAW,OTHER,0,2361586,1933,0.08185177249526378,0
2000,MO,gen,0,EVALINE TAYLOR,GREEN,OTHER,0,2361586,10612,0.44935903244683867,0
2000,MO,gen,0,GRANT SAMUEL STAUFFER,LIBERTARIAN,LIBERTARIAN,0,2361586,10198,0.4318284407173823,0
2000,MO,gen,0,HUGH FOLEY,REFORM,OTHER,0,2361586,4166,0.17640687233071334,0
2000,MO,gen,0,JOHN ASHCROFT,REPUBLICAN,REPUBLICAN,0,2361586,1142852,48.3934101912867,0
2000,MO,gen,0,MEL CARNAHAN,DEMOCRAT,DEMOCRAT,0,2361586,1191812,50.46659321320502,1
2000,MT,gen,0,BRIAN SCHWEITZER,DEMOCRAT,DEMOCRAT,0,411601,194430,47.23749456391019,0
2000,MT,gen,0,CONRAD BURNS,REPUBLICAN,REPUBLICAN,0,411601,208082,50.55429894485193,1
2000,MT,gen,0,GARY LEE,REFORM,OTHER,0,411601,9089,2.2082064912378736,0
2000,NE,gen,0,BEN NELSON,DEMOCRAT,DEMOCRAT,0,692350,353093,50.999205604101974,1
2000,NE,gen,0,DON STENBERG,REPUBLICAN,REPUBLICAN,0,692350,337977,48.815916805084136,0
2000,NV,gen,0,BILL GRUTZMACHER,CITIZENS FIRST,OTHER,0,600776,1579,0.26282674407765955,0
2000,NV,gen,0,ED BERNSTEIN,DEMOCRAT,DEMOCRAT,0,600776,238260,39.658708070894974,0
2000,NV,gen,0,ERNIE BERGHOF,INDEPENDENT AMERICAN,OTHER,0,600776,2540,0.4227865294219476,0
2000,NV,gen,0,J. J. JOHNSON,LIBERTARIAN,LIBERTARIAN,0,600776,5395,0.8980052465477981,0
2000,NV,gen,0,JOHN ENSIGN,REPUBLICAN,REPUBLICAN,0,600776,330687,55.04331065155732,1
2000,NV,gen,0,KATHRYN RUSCO,GREEN,OTHER,0,600776,10286,1.7121189927693519,0
2000,NJ,gen,0,BOB FRANKS,REPUBLICAN,REPUBLICAN,0,3015662,1420267,47.096358942083036,0
2000,NJ,gen,0,BRUCE AFRAN,INDEPENDENT,OTHER,0,3015662,32841,1.0890146176859343,0
2000,NJ,gen,0,DENNIS A. BREEN,INDEPENDENT,OTHER,0,3015662,6061,0.2009840625375125,0
2000,NJ,gen,0,EMERSON ELLETT,INDEPENDENT,OTHER,0,3015662,7241,0.240113116125083,0
2000,NJ,gen,0,GEORGE GOSTIGIAN,INDEPENDENT,OTHER,0,3015662,2536,0.08409430499837184,0
2000,NJ,gen,0,GREGORY PASON,INDEPENDENT,OTHER,0,3015662,3365,0.11158412315438533,0
2000,NJ,gen,0,J. M. CARTER,INDEPENDENT,OTHER,0,3015662,5657,0.1875873357160053,0
2000,NJ,gen,0,JON S. CORZINE,DEMOCRAT,DEMOCRAT,0,3015662,1511237,50.112943691965484,1
2000,NJ,gen,0,LORRAINE LANEVE,INDEPENDENT,OTHER,0,3015662,3836,0.12720258437450882,0
2000,NJ,gen,0,NANCY ROSENSTOCK,INDEPENDENT,OTHER,0,3015662,3309,0.10972715111972096,0
2000,NJ,gen,0,PAT DINIZIO,INDEPENDENT,OTHER,0,3015662,19312,0.6403900702399672,0
2000,NM,gen,0,BILL REDMOND,REPUBLICAN,REPUBLICAN,0,589526,225517,38.253953175941355,0
2000,NM,gen,0,JEFF BINGAMAN,DEMOCRAT,DEMOCRAT,0,589526,363744,61.70109545634968,1
2000,NY,gen,0,HILLARY RODHAM CLINTON,DEMOCRAT,DEMOCRAT,0,6959662,3562415,51.18660934970693,1
2000,NY,gen,0,HILLARY RODHAM CLINTON,LIBERAL,OTHER,0,6959662,82801,1.1897273172174165,0
2000,NY,gen,0,HILLARY RODHAM CLINTON,WORKING FAMILIES,OTHER,0,6959662,102094,1.466939055373666,0
2000,NY,gen,0,JACOB J. PERASSO,SOCIALIST WORKERS,OTHER,0,6959662,3040,0.04368028217462285,0
2000,NY,gen,0,JEFFREY E. GRAHAM,INDEPENDENCE,OTHER,0,6959662,43181,0.6204467975599964,0
2000,NY,gen,0,JOHN CLIFTON,LIBERTARIAN,LIBERTARIAN,0,6959662,4734,0.0680205446758765,0
2000,NY,gen,0,JOHN O. ADEFOPE,RIGHT TO LIFE,OTHER,0,6959662,21439,0.3080465689282037,0
2000,NY,gen,0,LOUIS P. WEIN,CONSTITUTION,OTHER,0,6959662,3414,0.04905410636321132,0
2000,NY,gen,0,MARK J. DUNAU,GREEN,OTHER,0,6959662,40991,0.5889797521776201,0
2000,NY,gen,0,RICK LAZIO,CONSERVATIVE,OTHER,0,6959662,191141,2.746412110243285,0
2000,NY,gen,0,RICK LAZIO,REPUBLICAN,REPUBLICAN,0,6959662,2724589,39.14829484535312,0
2000,ND,gen,0,DUANE SAND,REPUBLICAN,REPUBLICAN,0,287539,111069,38.62745575382818,0
2000,ND,gen,0,KENT CONRAD,DEMOCRATIC-NONPARTISAN LEAGUE,DEMOCRAT,0,287539,176470,61.37254424617182,1
2000,OH,gen,0,JOHN A. EASTMAN,NATURAL LAW,OTHER,0,4448801,70713,1.589484447607344,0
2000,OH,gen,0,JOHN R. MCALISTER,LIBERTARIAN,LIBERTARIAN,0,4448801,116724,2.623718165860869,0
2000,OH,gen,0,MIKE DEWINE,REPUBLICAN,REPUBLICAN,0,4448801,2665512,59.91528953531524,1
2000,OH,gen,0,TED CELESTE,DEMOCRAT,DEMOCRAT,0,4448801,1595066,35.853840169519835,0
2000,PA,gen,0,JOHN J. FEATHERMAN,LIBERTARIAN,LIBERTARIAN,0,4735116,45775,0.9667133814673178,0
2000,PA,gen,0,LESTER B. SEARER,CONSTITUTION,OTHER,0,4735116,28382,0.5993939747199435,0
2000,PA,gen,0,RICK SANTORUM,REPUBLICAN,REPUBLICAN,0,4735116,2481962,52.41607597364035,1
2000,PA,gen,0,ROBERT E. DOMSKE,REFORM,OTHER,0,4735116,24089,0.508730937109038,0
2000,PA,gen,0,RON KLINK,DEMOCRAT,DEMOCRAT,0,4735116,2154908,45.50908573306335,0
2000,RI,gen,0,CHRISTOPHER YOUNG,REFORM,OTHER,0,391353,4107,1.049436186767445,0
2000,RI,gen,0,KENNETH P. PROULX,INDEPENDENT,OTHER,0,391353,3635,0.9288289600437457,0
2000,RI,gen,0,LINCOLN D. CHAFEE,REPUBLICAN,REPUBLICAN,0,391353,222588,56.87652835164161,1
2000,RI,gen,0,ROBERT A. WEYGAND,DEMOCRAT,DEMOCRAT,0,391353,161023,41.1452065015472,0
2000,TN,gen,0,BILL FRIST,REPUBLICAN,REPUBLICAN,0,1928613,1255444,65.09569312246677,1
2000,TN,gen,0,CHARLES F. JOHNSON,INDEPENDENT,OTHER,0,1928613,10004,0.5187147447414281,0
2000,TN,gen,0,DAVID JARROD OWNBY,INDEPENDENT,OTHER,0,1928613,4388,0.22752102158390514,0
2000,TN,gen,0,JEFF CLARK,DEMOCRAT,DEMOCRAT,0,1928613,621152,32.20718723766769,0
2000,TN,gen,0,JOEL KINSTLE,INDEPENDENT,OTHER,0,1928613,3135,0.1625520516557754,0
2000,TN,gen,0,ROBERT WATSON,INDEPENDENT,OTHER,0,1928613,8416,0.43637577886284085,0
2000,TN,gen,0,TOM BURRELL,GREEN,OTHER,0,1928613,25815,1.3385267028688492,0
2000,TX,gen,0,DOUGLAS S. SANDAGE,GREEN,OTHER,0,6267964,91329,1.4570760138379864,0
2000,TX,gen,0,GENE KELLY,DEMOCRAT,DEMOCRAT,0,6267964,2025024,32.30752442100816,0
2000,TX,gen,0,KAY BAILEY HUTCHISON,REPUBLICAN,REPUBLICAN,0,6267964,4078954,65.07621932736053,1
2000,TX,gen,0,MARY J. RUWART,LIBERTARIAN,LIBERTARIAN,0,6267964,72657,1.159180237793325,0
2000,UT,gen,0,CARLTON EDWARD BOWEN,INDEPENDENT AMERICAN,OTHER,0,769704,11938,1.5509858335152216,0
2000,UT,gen,0,JIM DEXTER,LIBERTARIAN,LIBERTARIAN,0,769704,10394,1.3503892405392202,0
2000,UT,gen,0,ORRIN G. HATCH,REPUBLICAN,REPUBLICAN,0,769704,504803,65.58404269693284,1
2000,UT,gen,0,SCOTT N. HOWELL,DEMOCRAT,DEMOCRAT,0,769704,242569,31.51458222901271,0
2000,VT,gen,0,BILLY GREER,VERMONT GRASSROOTS,OTHER,0,288500,4889,1.694627383015598,0
2000,VT,gen,0,CHARLES W. RUSSELL,CONSTITUTION,OTHER,0,288500,10079,3.493587521663778,0
2000,VT,gen,0,ED FLANAGAN,DEMOCRAT,DEMOCRAT,0,288500,73352,25.42530329289428,0
2000,VT,gen,0,HUGH DOUGLAS,LIBERTARIAN,LIBERTARIAN,0,288500,3843,1.3320623916811092,0
2000,VT,gen,0,JAMES M. JEFFORDS,REPUBLICAN,REPUBLICAN,0,288500,189133,65.55736568457539,1
2000,VT,gen,0,JERRY LEVY,LIBERTY UNION,OTHER,0,288500,1477,0.5119584055459272,0
2000,VT,gen,0,RICK HUBBARD,INDEPENDENT,OTHER,0,288500,5366,1.8599653379549392,0
2000,VA,gen,0,CHARLES S. ROBB,DEMOCRAT,DEMOCRAT,0,2718301,1296093,47.68026057452799,0
2000,VA,gen,0,GEORGE F. ALLEN,REPUBLICAN,REPUBLICAN,0,2718301,1420460,52.255434552685664,1
2000,WA,gen,0,JEFF JARED,LIBERTARIAN,LIBERTARIAN,0,2461379,64734,2.6299891239829383,0
2000,WA,gen,0,MARIA CANTWELL,DEMOCRAT,DEMOCRAT,0,2461379,1199437,48.73028493377087,1
2000,WA,gen,0,SLADE GORTON,REPUBLICAN,REPUBLICAN,0,2461379,1197208,48.6397259422462,0
2000,WV,gen,0,DAVID T. GALLAHER,REPUBLICAN,REPUBLICAN,0,603477,121635,20.155697731645116,0
2000,WV,gen,0,JOE WHELAN,LIBERTARIAN,LIBERTARIAN,0,603477,12627,2.092374688679105,0
2000,WV,gen,0,ROBERT C. BYRD,DEMOCRAT,DEMOCRAT,0,603477,469215,77.75192757967578,1
2000,WI,gen,0,EUGENE A. HEM,INDEPENDENT,OTHER,0,2540083,9555,0.3761688102317916,0
2000,WI,gen,0,HERB KOHL,DEMOCRAT,DEMOCRAT,0,2540083,1563238,61.5427921056123,1
2000,WI,gen,0,JOHN GILLESPIE,REPUBLICAN,REPUBLICAN,0,2540083,940744,37.035955124301054,0
2000,WI,gen,0,ROBERT R. RAYMOND,CONSTITUTION,OTHER,0,2540083,4296,0.16912833163325763,0
2000,WI,gen,0,TIM PETERSON,LIBERTARIAN,LIBERTARIAN,0,2540083,21348,0.8404449775853782,0
2000,WY,gen,0,CRAIG THOMAS,REPUBLICAN,REPUBLICAN,0,213659,157622,73.772693872011,1
2000,WY,gen,0,MARGARET DAWSON,LIBERTARIAN,LIBERTARIAN,0,213659,8950,4.188917855086844,0
2000,WY,gen,0,MEL LOGAN,DEMOCRAT,DEMOCRAT,0,213659,47087,22.03838827290215,0
2002,AL,gen,0,JEFF ALLEN,LIBERTARIAN,LIBERTARIAN,0,1353023,20234,1.4954660785515101,0
2002,AL,gen,0,JEFF SESSIONS,REPUBLICAN,REPUBLICAN,0,1353023,792561,58.577053013880764,1
2002,AL,gen,0,SUSAN PARKER,DEMOCRAT,DEMOCRAT,0,1353023,538878,39.827704333185764,0
2002,AK,gen,0,FRANK VONDERSAAR,DEMOCRAT,DEMOCRAT,0,229548,24133,10.513269555822747,0
2002,AK,gen,0,JIM DORE,ALASKAN INDEPENDENCE,OTHER,0,229548,6724,2.929234844128461,0
2002,AK,gen,0,JIM SYKES,GREEN,OTHER,0,229548,16608,7.235088086151915,0
2002,AK,gen,0,LEONARD KARPINSKI,LIBERTARIAN,LIBERTARIAN,0,229548,2354,1.025493578685068,0
2002,AK,gen,0,TED STEVENS,REPUBLICAN,REPUBLICAN,0,229548,179438,78.1701430637601,1
2002,AR,gen,0,MARK PRYOR,DEMOCRAT,DEMOCRAT,0,804121,433386,53.895620186514215,1
2002,AR,gen,0,TIM HUTCHINSON,REPUBLICAN,REPUBLICAN,0,804121,370735,46.10437981348578,0
2002,CO,gen,0,"DOULGAS ""DAYHORSE"" CAMPBELL",AMERICAN CONSTITUTION,OTHER,0,1416082,21547,1.521592676130337,0
2002,CO,gen,0,JOHN HECKMAN,CONCERNS OF PEOPLE,OTHER,0,1416082,7140,0.5042080896445262,0
2002,CO,gen,0,RICK STANLEY,LIBERTARIAN,LIBERTARIAN,0,1416082,20776,1.4671466765342684,0
2002,CO,gen,0,TOM STRICKLAND,DEMOCRAT,DEMOCRAT,0,1416082,648130,45.76924217665361,0
2002,CO,gen,0,WAYNE ALLARD,REPUBLICAN,REPUBLICAN,0,1416082,717893,50.69572242285404,1
2002,DE,gen,0,JOSEPH R. BIDEN JR.,DEMOCRAT,DEMOCRAT,0,232314,135253,58.21990926074193,1
2002,DE,gen,0,MAURICE BARROS,INDEPENDENT PARTY OF DELAWARE,OTHER,0,232314,996,0.42873008083886466,0
2002,DE,gen,0,RAYMOND J. CLATWORTHY,REPUBLICAN,REPUBLICAN,0,232314,94793,40.80382585638403,0
2002,DE,gen,0,RAYMOND T. BURANELLO,LIBERTARIAN,LIBERTARIAN,0,232314,922,0.3968766410978245,0
2002,DE,gen,0,ROBERT E. MATTSON,NATURAL LAW,OTHER,0,232314,350,0.15065816093735201,0
2002,GA,gen,0,"CLAUDE ""SANDY"" THOMAS",LIBERTARIAN,LIBERTARIAN,0,2031604,27830,1.3698535738263953,0
2002,GA,gen,0,MAX CLELAND,DEMOCRAT,DEMOCRAT,0,2031604,932422,45.895853719524084,0
2002,GA,gen,0,SAXBY CHAMBLISS,REPUBLICAN,REPUBLICAN,0,2031604,1071352,52.73429270664952,1
2002,ID,gen,0,ALAN BLINKEN,DEMOCRAT,DEMOCRAT,0,408544,132975,32.54851374637738,0
2002,ID,gen,0,DONOVAN BRAMWELL,LIBERTARIAN,LIBERTARIAN,0,408544,9354,2.2895942664682383,0
2002,ID,gen,0,LARRY E. CRAIG,REPUBLICAN,REPUBLICAN,0,408544,266215,65.16189198715439,1
2002,IL,gen,0,JIM DURKIN,REPUBLICAN,REPUBLICAN,0,3486851,1325703,38.02006452240144,0
2002,IL,gen,0,RICHARD J. DURBIN,DEMOCRAT,DEMOCRAT,0,3486851,2103766,60.334267222774926,1
2002,IL,gen,0,STEVEN BURGAUER,LIBERTARIAN,LIBERTARIAN,0,3486851,57382,1.6456682548236217,0
2002,IA,gen,0,GREG GANSKE,REPUBLICAN,REPUBLICAN,0,1023075,447892,43.77899958458569,0
2002,IA,gen,0,RICHARD J. MOORE,LIBERTARIAN,LIBERTARIAN,0,1023075,8864,0.8664076436233903,0
2002,IA,gen,0,TIMOTHY A. HARTHAN,GREEN,OTHER,0,1023075,11340,1.1084231361337147,0
2002,IA,gen,0,TOM HARKIN,DEMOCRAT,DEMOCRAT,0,1023075,554278,54.17765070986975,1
2002,KS,gen,0,GEORGE COOK,REFORM,OTHER,0,776850,65050,8.373559889296518,0
2002,KS,gen,0,PAT ROBERTS,REPUBLICAN,REPUBLICAN,0,776850,641075,82.52236596511553,1
2002,KS,gen,0,STEVEN A. ROSILE,LIBERTARIAN,LIBERTARIAN,0,776850,70725,9.104074145587951,0
2002,KY,gen,0,LOIS COMBS WEINBERG,DEMOCRAT,DEMOCRAT,0,1131313,399634,35.32479517162801,0
2002,KY,gen,0,MITCH MCCONNELL,REPUBLICAN,REPUBLICAN,0,1131313,731679,64.67520482837199,1
2002,LA,gen,0,"""TONY"" PERKINS",REPUBLICAN,REPUBLICAN,0,2481629,119776,4.826507104808978,0
2002,LA,gen,0,ERNEST EDWARD SKILLMAN JR.,REPUBLICAN,REPUBLICAN,0,2481629,1668,0.06721391473100935,0
2002,LA,gen,0,GARY D. ROBBINS,OTHER,OTHER,0,2481629,2423,0.09763747925253936,0
2002,LA,gen,0,JAMES LEMANN,OTHER,OTHER,0,2481629,3866,0.1557847687950133,0
2002,LA,gen,0,JOHN COOKSEY,REPUBLICAN,REPUBLICAN,0,2481629,171752,6.920937819472613,0
2002,LA,gen,0,MARY L. LANDRIEU,DEMOCRAT,DEMOCRAT,0,2481629,1212001,48.83892797835615,1
2002,LA,gen,0,"PATRICK E. ""LIVE WIRE"" LANDRY",OTHER,OTHER,0,2481629,10442,0.42077200097194223,0
2002,LA,gen,0,RAYMOND BROWN,DEMOCRAT,DEMOCRAT,0,2481629,23553,0.9490943247358892,0
2002,LA,gen,0,SUZANNE HAIK TERRELL,REPUBLICAN,REPUBLICAN,0,2481629,936148,37.723124608875864,0
2002,ME,gen,0,CHELLIE PINGREE,DEMOCRAT,DEMOCRAT,0,504899,209858,41.56435247445528,0
2002,ME,gen,0,SUSAN M. COLLINS,REPUBLICAN,REPUBLICAN,0,504899,295041,58.43564752554471,1
2002,MA,gen,0,JOHN F. KERRY,DEMOCRAT,DEMOCRAT,0,2220301,1605976,72.33145415869289,1
2002,MA,gen,0,MICHAEL E. CLOUD,LIBERTARIAN,LIBERTARIAN,0,2220301,369807,16.65571469814228,0
2002,MI,gen,0,ANDREW RACZKOWSKI,REPUBLICAN,REPUBLICAN,0,3129287,1185545,37.88546720067543,0
2002,MI,gen,0,CARL LEVIN,DEMOCRAT,DEMOCRAT,0,3129287,1896614,60.60850283147566,1
2002,MI,gen,0,DOUG DERN,NATURAL LAW,OTHER,0,3129287,10366,0.33125756761843833,0
2002,MI,gen,0,ERIC BORREGARD,GREEN,OTHER,0,3129287,23931,0.7647428951067767,0
2002,MI,gen,0,JOHN S. MANGOPOULOS,REFORM,OTHER,0,3129287,12831,0.4100295051236911,0
2002,MN,gen,0,JIM MOORE,INDEPENDENCE,OTHER,0,2254636,45139,2.00205265949803,0
2002,MN,gen,0,MIRO DRAGO,CONSTITUTION,OTHER,0,2254636,2254,0.09997179145547219,0
2002,MN,gen,0,NORM COLEMAN,REPUBLICAN,REPUBLICAN,0,2254636,1116697,49.52892617699708,1
2002,MN,gen,0,PAUL WELLSTONE,DEMOCRATIC-FARMER-LABOR,DEMOCRAT,0,2254636,11381,0.5047821466524973,0
2002,MN,gen,0,RAY TRICOMO,GREEN,OTHER,0,2254636,10119,0.44880858817121694,0
2002,MN,gen,0,WALTER F. MONDALE,DEMOCRAT,DEMOCRAT,0,2254636,1067246,47.335623133845104,0
2002,MS,gen,0,SHAWN O'HARA,REFORM,OTHER,0,630495,97226,15.420582240937675,0
2002,MS,gen,0,THAD COCHRAN,REPUBLICAN,REPUBLICAN,0,630495,533269,84.57941775906232,1
2002,MO,gen,1,DANIEL (DIGGER) ROMANO,GREEN,OTHER,0,1877620,10465,0.5573545232794708,0
2002,MO,gen,1,JEAN CARNAHAN,DEMOCRAT,DEMOCRAT,0,1877620,913778,48.66682289281111,0
2002,MO,gen,1,JIM TALENT,REPUBLICAN,REPUBLICAN,0,1877620,935032,49.798787827142874,1
2002,MO,gen,1,TAMARA A. MILLAY,LIBERTARIAN,LIBERTARIAN,0,1877620,18345,0.9770347567665448,0
2002,MT,gen,0,BOB KELLEHER,GREEN,OTHER,0,326537,7653,2.34368540165433,0
2002,MT,gen,0,MAX BAUCUS,DEMOCRAT,DEMOCRAT,0,326537,204853,62.735003996484316,1
2002,MT,gen,0,MIKE TAYLOR,REPUBLICAN,REPUBLICAN,0,326537,103611,31.730248027022974,0
2002,MT,gen,0,STAN JONES,LIBERTARIAN,LIBERTARIAN,0,326537,10420,3.1910625748383796,0
2002,NE,gen,0,CHARLIE A. MATULKA,DEMOCRAT,DEMOCRAT,0,480217,70290,14.637132796215043,0
2002,NE,gen,0,CHUCK HAGEL,REPUBLICAN,REPUBLICAN,0,480217,397438,82.76216793657866,1
2002,NE,gen,0,JOHN J. GRAZIANO,LIBERTARIAN,LIBERTARIAN,0,480217,7423,1.54575952121645,0
2002,NE,gen,0,PHIL CHASE,INDEPENDENT,OTHER,0,480217,5066,1.0549397459898338,0
2002,NH,gen,0,JEANNE SHAHEEN,DEMOCRAT,DEMOCRAT,0,447135,207478,46.40164603531372,0
2002,NH,gen,0,JOHN E. SUNUNU,REPUBLICAN,REPUBLICAN,0,447135,227229,50.81888020396524,1
2002,NH,gen,0,KEN BLEVENS,LIBERTARIAN,LIBERTARIAN,0,447135,9835,2.199559417178257,0
2002,NJ,gen,0,DOUGLAS R. FORRESTER,REPUBLICAN,REPUBLICAN,0,2112604,928439,43.94761157320539,0
2002,NJ,gen,0,ELIZABETH MACRON,LIBERTARIAN,LIBERTARIAN,0,2112604,12558,0.5944322741034288,0
2002,NJ,gen,0,FRANK R. LAUTENBERG,DEMOCRAT,DEMOCRAT,0,2112604,1138193,53.87630620788373,1
2002,NJ,gen,0,GREGORY PASON,SOCIALIST,OTHER,0,2112604,2702,0.12789902887621155,0
2002,NJ,gen,0,NORMAN E. WAHNER,CONSERVATIVE,OTHER,0,2112604,6404,0.30313300552304173,0
2002,NJ,gen,0,TED GLICK,GREEN,OTHER,0,2112604,24308,1.1506179104081975,0
2002,NM,gen,0,GLORIA TRISTANI,DEMOCRAT,DEMOCRAT,0,483056,168863,34.95723063164519,0
2002,NM,gen,0,PETE V. DOMENICI,REPUBLICAN,REPUBLICAN,0,483056,314193,65.0427693683548,1
2002,NC,gen,0,ELIZABETH H. DOLE,REPUBLICAN,REPUBLICAN,0,2331181,1248664,53.56358000515618,1
2002,NC,gen,0,ERSKINE B. BOWLES,DEMOCRAT,DEMOCRAT,0,2331181,1047983,44.9550249422932,0
2002,NC,gen,0,SEAN HAUGH,LIBERTARIAN,LIBERTARIAN,0,2331181,33807,1.4502091429194044,0
2002,OK,gen,0,DAVID WALTERS,DEMOCRAT,DEMOCRAT,0,1018424,369789,36.30992592476218,0
2002,OK,gen,0,JAMES GERMALIC,INDEPENDENT,OTHER,0,1018424,65056,6.3879091616065615,0
2002,OK,gen,0,JAMES M. INHOFE,REPUBLICAN,REPUBLICAN,0,1018424,583579,57.30216491363126,1
2002,OR,gen,0,BILL BRADBURY,DEMOCRAT,DEMOCRAT,0,1267221,501898,39.606193394837995,0
2002,OR,gen,0,DAN FITZGERALD,LIBERTARIAN,LIBERTARIAN,0,1267221,29979,2.365727840684458,0
2002,OR,gen,0,GORDON SMITH,REPUBLICAN,REPUBLICAN,0,1267221,712287,56.208585558477964,1
2002,OR,gen,0,LON MABON,CONSTITUTION,OTHER,0,1267221,21703,1.712645229206271,0
2002,RI,gen,0,JACK REED,DEMOCRAT,DEMOCRAT,0,323582,253774,78.42648849441564,1
2002,RI,gen,0,ROBERT G. TINGLE,REPUBLICAN,REPUBLICAN,0,323582,69808,21.573511505584364,0
2002,SC,gen,0,ALEX SANDERS,DEMOCRAT,DEMOCRAT,0,1102912,487359,44.18838493007602,0
2002,SC,gen,0,LINDSEY O. GRAHAM,REPUBLICAN,REPUBLICAN,0,1102912,600010,54.402345790053964,1
2002,SC,gen,0,TED ADAMS,CONSTITUTION,OTHER,0,1102912,8228,0.746025068183137,0
2002,SC,gen,0,VICTOR KOCHER,LIBERTARIAN,LIBERTARIAN,0,1102912,6648,0.6027679452213777,0
2002,SD,gen,0,JOHN THUNE,REPUBLICAN,REPUBLICAN,0,337501,166949,49.466223803781325,0
2002,SD,gen,0,KURT EVANS,LIBERTARIAN,LIBERTARIAN,0,337501,3071,0.9099232298570967,0
2002,SD,gen,0,TIM JOHNSON,DEMOCRAT,DEMOCRAT,0,337501,167481,49.62385296636158,1
2002,TN,gen,0,BASIL J. MARCEAUX,INDEPENDENT,OTHER,0,1642432,1170,0.0712358258972061,0
2002,TN,gen,0,BOB CLEMENT,DEMOCRAT,DEMOCRAT,0,1642432,728232,44.33863928613179,0
2002,TN,gen,0,CONNIE GAMMON,INDEPENDENT,OTHER,0,1642432,5349,0.32567558352491915,0
2002,TN,gen,0,H. GARY KEPLINGER,INDEPENDENT,OTHER,0,1642432,1103,0.06715650937146865,0
2002,TN,gen,0,JOHN JAY HOOKER,INDEPENDENT,OTHER,0,1642432,6401,0.38972694151112497,0
2002,TN,gen,0,KARL STANLEY DAVIDSON,INDEPENDENT,OTHER,0,1642432,2217,0.13498275727701362,0
2002,TN,gen,0,LAMAR ALEXANDER,REPUBLICAN,REPUBLICAN,0,1642432,891498,54.27914215017729,1
2002,TN,gen,0,WESLEY M. BAKER,INDEPENDENT,OTHER,0,1642432,6106,0.3717657717336243,0
2002,TX,gen,0,JOHN CORNYN,REPUBLICAN,REPUBLICAN,0,4514012,2496243,55.29987514432837,1
2002,TX,gen,0,RON KIRK,DEMOCRAT,DEMOCRAT,0,4514012,1955758,43.32638016912671,0
2002,TX,gen,0,ROY H. WILLIAMS,GREEN,OTHER,0,4514012,25051,0.5549608640827716,0
2002,TX,gen,0,SCOTT LANIER JAMESON,LIBERTARIAN,LIBERTARIAN,0,4514012,35538,0.7872819124096259,0
2002,VA,gen,0,JACOB G. HORNBERGER JR.,INDEPENDENT,OTHER,0,1489422,106055,7.120547433836751,0
2002,VA,gen,0,JOHN W. WARNER,REPUBLICAN,REPUBLICAN,0,1489422,1229894,82.57525402471563,1
2002,VA,gen,0,NANCY B. SPANNAUS,INDEPENDENT,OTHER,0,1489422,145102,9.742168438494932,0
2002,WV,gen,0,JAY WOLFE,REPUBLICAN,REPUBLICAN,0,436183,160902,36.88864536215304,0
2002,WV,gen,0,JOHN D. ROCKEFELLER IV,DEMOCRAT,DEMOCRAT,0,436183,275281,63.11135463784696,1
2002,WY,gen,0,JOYCE JANSA CORCORAN,DEMOCRAT,DEMOCRAT,0,183280,49570,27.046049759930163,0
2002,WY,gen,0,MICHAEL B. ENZI,REPUBLICAN,REPUBLICAN,0,183280,133710,72.95395024006984,1
2004,AL,gen,0,RICHARD C. SHELBY,REPUBLICAN,REPUBLICAN,0,1839066,1242200,67.54515607378963,1
2004,AL,gen,0,WAYNE SOWELL,DEMOCRAT,DEMOCRAT,0,1839066,595018,32.354358136140846,0
2004,AK,gen,0,JERRY SANDERS,ALASKAN INDEPENDENCE,OTHER,0,308315,3785,1.227640562411819,0
2004,AK,gen,0,JIM SKYES,GREEN,OTHER,0,308315,3053,0.990221040169956,0
2004,AK,gen,0,LISA MURKOWSKI,REPUBLICAN,REPUBLICAN,0,308315,149773,48.577915443620974,1
2004,AK,gen,0,MARC J. MILLICAN,NONPARTISAN,OTHER,0,308315,8885,2.8817929714739794,0
2004,AK,gen,0,SCOTT A. KOHLHAAS,ALASKA LIBERTARIAN,OTHER,0,308315,1240,0.40218607592883904,0
2004,AK,gen,0,"TED ""BIG"" GIANOUTSOS",NONPARTISAN,OTHER,0,308315,732,0.23741952224186302,0
